ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
3996,1,0,6,0,-6
3997,0,0,63,0,-63
3998,0,0,117,0,-117
3999,0,0,87,0,-87
4000,0,0,111,0,-111
4001,1,1,265,1566,1301
4002,1,1,2235,1267,-968
4003,1,1,161,1214,1053
4004,0,0,5,0,-5
4005,1,0,6,0,-6
4006,1,0,11,0,-11
4007,0,0,12,0,-12
4008,0,0,32,0,-32
4009,0,0,4,0,-4
4010,1,0,168,0,-168
4011,1,0,47,0,-47
4012,0,0,57,0,-57
4013,1,1,800,1379,579
4014,1,0,22,0,-22
4015,0,0,0,0,0
4016,0,0,42,0,-42
4017,1,0,24,0,-24
4018,1,1,256,1215,959
4019,0,0,0,0,0
4020,1,0,86,0,-86
4021,1,0,62,0,-62
4022,0,0,31,0,-31
4023,1,0,15,0,-15
4024,0,0,7,0,-7
4025,1,1,508,1213,705
4026,1,1,280,1554,1274
4027,1,1,169,1507,1338
4028,0,0,37,0,-37
4029,0,0,83,0,-83
4030,1,0,47,0,-47
4031,1,1,330,1357,1027
4032,1,1,424,1618,1194
4033,1,0,71,0,-71
4034,1,0,7,0,-7
4035,0,0,1,0,-1
4036,0,0,121,0,-121
4037,1,0,110,0,-110
4038,1,0,3,0,-3
4039,1,0,222,0,-222
4040,0,0,152,0,-152
4041,1,0,5,0,-5
4042,1,0,3,0,-3
4043,1,0,37,0,-37
4044,0,0,109,0,-109
4045,1,1,377,1203,826
4046,1,1,1044,1496,452
4047,0,0,26,0,-26
4048,0,0,50,0,-50
4049,0,0,13,0,-13
4050,0,0,19,0,-19
4051,0,0,27,0,-27
4052,1,1,261,1479,1218
4053,1,0,41,0,-41
4054,1,0,65,0,-65
4055,0,0,150,0,-150
4056,1,1,126,1905,1779
4057,1,1,660,1783,1123
4058,0,0,59,0,-59
4059,1,1,133,2139,2006
4060,1,1,2146,1571,-575
4061,0,0,20,0,-20
4062,1,0,31,0,-31
4063,1,0,49,0,-49
4064,1,0,60,0,-60
4065,0,0,37,0,-37
4066,1,1,276,1234,958
4067,1,1,336,1568,1232
4068,0,0,106,0,-106
4069,0,0,35,0,-35
4070,1,1,376,1377,1001
4071,1,1,988,1382,394
4072,0,0,86,0,-86
4073,1,1,1077,1216,139
4074,0,0,35,0,-35
4075,1,1,171,1266,1095
4076,1,1,11,2019,2008
4077,1,0,4,0,-4
4078,0,0,65,0,-65
4079,1,1,478,2089,1611
4080,1,1,1206,1329,123
4081,0,0,44,0,-44
4082,0,0,33,0,-33
4083,1,0,55,0,-55
4084,1,1,748,1264,516
4085,0,0,45,0,-45
4086,1,1,632,1241,609
4087,1,1,173,1404,1231
4088,0,0,29,0,-29
4089,1,1,1934,2759,825
4090,1,0,68,0,-68
4091,1,0,23,0,-23
4092,0,0,10,0,-10
4093,1,1,204,1211,1007
4094,1,1,87,1499,1412
4095,1,0,234,0,-234
4096,1,1,158,1204,1046
4097,1,1,27,1472,1445
4098,1,1,324,1254,930
4099,0,0,95,0,-95
4100,1,1,869,1914,1045
4101,1,0,29,0,-29
4102,1,1,579,1394,815
4103,0,0,32,0,-32
4104,1,0,11,0,-11
4105,1,1,342,1272,930
4106,0,0,7,0,-7
4107,1,0,91,0,-91
4108,0,0,51,0,-51
4109,1,1,688,1320,632
4110,0,0,36,0,-36
4111,0,0,42,0,-42
4112,1,1,277,1354,1077
4113,1,0,1,0,-1
4114,1,1,224,1530,1306
4115,1,1,717,1324,607
4116,0,0,49,0,-49
4117,1,0,5,0,-5
4118,1,0,10,0,-10
4119,1,0,15,0,-15
4120,0,0,84,0,-84
4121,1,0,4,0,-4
4122,0,0,113,0,-113
4123,1,1,137,1383,1246
4124,1,0,19,0,-19
4125,1,0,67,0,-67
4126,0,0,4,0,-4
4127,0,0,110,0,-110
4128,1,0,38,0,-38
4129,0,0,10,0,-10
4130,0,0,0,0,0
4131,1,0,1,0,-1
4132,1,0,45,0,-45
4133,1,1,41,1280,1239
4134,1,0,10,0,-10
4135,1,1,448,1274,826
4136,1,0,29,0,-29
4137,0,0,74,0,-74
4138,0,0,34,0,-34
4139,1,0,77,0,-77
4140,1,1,752,1407,655
4141,1,1,282,1277,995
4142,0,0,0,0,0
4143,1,1,425,1501,1076
4144,0,0,16,0,-16
4145,0,0,18,0,-18
4146,0,0,44,0,-44
4147,1,0,63,0,-63
4148,1,1,213,1704,1491
4149,1,0,31,0,-31
4150,0,0,2,0,-2
4151,0,0,43,0,-43
4152,1,1,186,1206,1020
4153,1,1,140,1292,1152
4154,1,1,310,1613,1303
4155,1,1,806,1629,823
4156,0,0,101,0,-101
4157,1,0,5,0,-5
4158,0,0,35,0,-35
4159,1,0,52,0,-52
4160,1,0,95,0,-95
4161,0,0,8,0,-8
4162,1,1,198,1403,1205
4163,1,0,32,0,-32
4164,1,0,84,0,-84
4165,1,1,567,1255,688
4166,1,0,57,0,-57
4167,1,0,38,0,-38
4168,1,1,88,1255,1167
4169,0,0,5,0,-5
4170,0,0,14,0,-14
4171,1,0,7,0,-7
4172,1,1,471,1276,805
4173,0,0,0,0,0
4174,1,0,63,0,-63
4175,1,0,85,0,-85
4176,0,0,322,0,-322
4177,0,0,27,0,-27
4178,1,0,57,0,-57
4179,1,1,233,2419,2186
4180,0,0,7,0,-7
4181,0,0,19,0,-19
4182,1,1,46,1386,1340
4183,1,1,557,1320,763
4184,1,1,946,1719,773
4185,1,0,125,0,-125
4186,1,1,83,1601,1518
4187,1,0,36,0,-36
4188,1,1,183,1802,1619
4189,1,1,45,1478,1433
4190,1,1,916,1241,325
4191,0,0,16,0,-16
4192,0,0,7,0,-7
4193,0,0,110,0,-110
4194,1,1,453,1721,1268
4195,1,0,52,0,-52
4196,1,0,29,0,-29
4197,1,0,154,0,-154
4198,0,0,25,0,-25
4199,0,0,93,0,-93
4200,0,0,163,0,-163
4201,0,0,1,0,-1
4202,1,0,42,0,-42
4203,1,1,430,1418,988
4204,1,0,65,0,-65
4205,1,1,118,1325,1207
4206,1,1,116,1221,1105
4207,1,1,188,1983,1795
4208,0,0,19,0,-19
4209,1,1,172,1471,1299
4210,1,0,66,0,-66
4211,0,0,85,0,-85
4212,1,0,10,0,-10
4213,0,0,8,0,-8
4214,1,1,1153,1685,532
4215,1,1,781,1247,466
4216,1,1,398,1290,892
4217,0,0,72,0,-72
4218,1,0,135,0,-135
4219,1,0,26,0,-26
4220,0,0,0,0,0
4221,0,0,26,0,-26
4222,1,1,1089,1476,387
4223,1,0,5,0,-5
4224,1,1,155,1538,1383
4225,1,0,12,0,-12
4226,1,0,1,0,-1
4227,1,1,397,1805,1408
4228,0,0,8,0,-8
4229,0,0,5,0,-5
4230,1,1,356,1521,1165
4231,1,0,67,0,-67
4232,0,0,89,0,-89
4233,0,0,27,0,-27
4234,1,1,1269,2463,1194
4235,0,0,45,0,-45
4236,1,1,2237,1434,-803
4237,1,0,5,0,-5
4238,1,1,110,1510,1400
4239,1,0,87,0,-87
4240,1,0,120,0,-120
4241,1,1,190,1251,1061
4242,0,0,16,0,-16
4243,1,0,29,0,-29
4244,1,0,4,0,-4
4245,1,1,170,1775,1605
4246,1,0,77,0,-77
4247,1,0,7,0,-7
4248,1,0,68,0,-68
4249,1,1,324,1414,1090
4250,1,1,1303,1415,112
4251,1,1,336,1371,1035
4252,1,1,1079,1376,297
4253,1,0,57,0,-57
4254,1,0,40,0,-40
4255,1,0,1,0,-1
4256,0,0,43,0,-43
4257,0,0,33,0,-33
4258,0,0,27,0,-27
4259,1,0,121,0,-121
4260,0,0,26,0,-26
4261,1,0,67,0,-67
4262,1,1,247,1367,1120
4263,0,0,81,0,-81
4264,1,1,548,1382,834
4265,1,0,26,0,-26
4266,1,0,7,0,-7
4267,0,0,28,0,-28
4268,0,0,22,0,-22
4269,1,0,89,0,-89
4270,0,0,32,0,-32
4271,1,0,4,0,-4
4272,0,0,19,0,-19
4273,1,1,734,2721,1987
4274,1,0,15,0,-15
4275,1,1,137,1369,1232
4276,1,0,63,0,-63
4277,0,0,7,0,-7
4278,0,0,100,0,-100
4279,0,0,112,0,-112
4280,0,0,34,0,-34
4281,1,0,32,0,-32
4282,0,0,45,0,-45
4283,0,0,69,0,-69
4284,1,1,453,2717,2264
4285,1,0,18,0,-18
4286,1,0,126,0,-126
4287,0,0,33,0,-33
4288,0,0,105,0,-105
4289,0,0,37,0,-37
4290,1,1,432,1275,843
4291,0,0,31,0,-31
4292,1,1,612,1761,1149
4293,0,0,15,0,-15
4294,1,1,446,1332,886
4295,0,0,179,0,-179
4296,1,1,1601,1656,55
4297,1,1,3119,1362,-1757
4298,1,1,766,1412,646
4299,1,0,58,0,-58
4300,1,1,783,2493,1710
4301,0,0,35,0,-35
4302,1,1,369,1562,1193
4303,0,0,13,0,-13
4304,1,0,29,0,-29
4305,1,0,7,0,-7
4306,0,0,98,0,-98
4307,1,1,1107,1571,464
4308,1,1,246,1385,1139
4309,1,1,849,1416,567
4310,1,0,129,0,-129
4311,1,0,247,0,-247
4312,1,0,67,0,-67
4313,1,0,15,0,-15
4314,1,1,530,1213,683
4315,1,1,97,1440,1343
4316,1,0,61,0,-61
4317,0,0,183,0,-183
4318,1,0,1,0,-1
4319,0,0,0,0,0
4320,1,1,323,1303,980
4321,0,0,23,0,-23
4322,0,0,39,0,-39
4323,1,0,7,0,-7
4324,0,0,36,0,-36
4325,0,0,32,0,-32
4326,0,0,51,0,-51
4327,1,0,54,0,-54
4328,1,0,42,0,-42
4329,1,1,233,1656,1423
4330,1,0,121,0,-121
4331,1,1,399,1223,824
4332,1,0,27,0,-27
4333,1,0,7,0,-7
4334,1,1,690,1720,1030
4335,1,0,5,0,-5
4336,0,0,26,0,-26
4337,0,0,82,0,-82
4338,1,0,24,0,-24
4339,0,0,24,0,-24
4340,1,0,0,0,0
4341,1,0,41,0,-41
4342,1,0,10,0,-10
4343,1,1,100,1345,1245
4344,0,0,74,0,-74
4345,1,0,66,0,-66
4346,0,0,20,0,-20
4347,1,1,411,1338,927
4348,1,0,10,0,-10
4349,1,0,97,0,-97
4350,1,0,27,0,-27
4351,1,0,13,0,-13
4352,0,0,41,0,-41
4353,1,0,8,0,-8
4354,1,0,21,0,-21
4355,1,1,43,1359,1316
4356,1,1,438,1239,801
4357,1,0,29,0,-29
4358,0,0,7,0,-7
4359,1,1,92,1289,1197
4360,1,1,505,1228,723
4361,0,0,57,0,-57
4362,1,0,124,0,-124
4363,1,0,13,0,-13
4364,0,0,19,0,-19
4365,0,0,0,0,0
4366,1,1,526,1430,904
4367,0,0,68,0,-68
4368,0,0,33,0,-33
4369,0,0,47,0,-47
4370,1,1,30,1349,1319
4371,0,0,5,0,-5
4372,1,0,93,0,-93
4373,0,0,16,0,-16
4374,1,1,138,1835,1697
4375,1,1,77,1255,1178
4376,0,0,0,0,0
4377,0,0,28,0,-28
4378,0,0,4,0,-4
4379,1,1,708,1204,496
4380,1,1,284,1361,1077
4381,1,1,77,1319,1242
4382,0,0,99,0,-99
4383,0,0,54,0,-54
4384,1,0,232,0,-232
4385,1,0,27,0,-27
4386,0,0,20,0,-20
4387,1,1,1120,1246,126
4388,1,0,39,0,-39
4389,1,0,19,0,-19
4390,1,0,121,0,-121
4391,1,1,661,1599,938
4392,1,1,1790,1487,-303
4393,1,0,149,0,-149
4394,1,1,691,1695,1004
4395,1,1,1751,1204,-547
4396,1,0,8,0,-8
4397,0,0,81,0,-81
4398,1,1,198,1322,1124
4399,1,1,504,1248,744
4400,1,1,227,2309,2082
4401,0,0,19,0,-19
4402,0,0,129,0,-129
4403,0,0,17,0,-17
4404,1,0,63,0,-63
4405,0,0,75,0,-75
4406,1,0,8,0,-8
4407,1,0,65,0,-65
4408,1,1,404,1430,1026
4409,1,0,407,0,-407
4410,0,0,53,0,-53
4411,1,1,443,2916,2473
4412,1,0,57,0,-57
4413,1,0,52,0,-52
4414,0,0,94,0,-94
4415,1,1,1601,1410,-191
4416,1,0,3,0,-3
4417,0,0,72,0,-72
4418,0,0,9,0,-9
4419,1,1,476,1637,1161
4420,1,1,177,1767,1590
4421,0,0,169,0,-169
4422,0,0,48,0,-48
4423,1,0,80,0,-80
4424,1,1,657,1658,1001
4425,0,0,40,0,-40
4426,1,1,246,1387,1141
4427,1,1,777,1408,631
4428,0,0,16,0,-16
4429,0,0,19,0,-19
4430,0,0,23,0,-23
4431,0,0,22,0,-22
4432,0,0,8,0,-8
4433,1,1,81,1318,1237
4434,0,0,16,0,-16
4435,1,1,477,1292,815
4436,1,1,1100,1994,894
4437,0,0,18,0,-18
4438,0,0,91,0,-91
4439,1,0,150,0,-150
4440,0,0,86,0,-86
4441,0,0,27,0,-27
4442,1,1,623,1311,688
4443,1,0,29,0,-29
4444,0,0,11,0,-11
4445,1,0,56,0,-56
4446,1,0,9,0,-9
4447,1,0,30,0,-30
4448,0,0,21,0,-21
4449,1,0,16,0,-16
4450,1,0,7,0,-7
4451,1,1,707,1523,816
4452,1,1,707,1360,653
4453,0,0,27,0,-27
4454,0,0,11,0,-11
4455,0,0,14,0,-14
4456,1,1,70,2313,2243
4457,0,0,216,0,-216
4458,0,0,49,0,-49
4459,0,0,7,0,-7
4460,0,0,41,0,-41
4461,0,0,60,0,-60
